Type,id,Lat,Lon,Alt,Speed/Weight,Radius,3,12
P,0,32.101707835384616,35.208387631746035,0.0,1,1
P,1,32.10549713230769,35.208290355555555,0.0,1,1
P,2,32.10558782307692,35.207739123809525,0.0,1,1
F,0,32.102969619999996,35.20856597142858,0.0,1
F,1,32.10254376769231,35.208938863492065,0.0,1
F,2,32.10205088307693,35.208468695238096,0.0,1
F,3,32.101707835384616,35.208387631746035,0.0,1
F,4,32.10384104,35.20905235238096,0.0,1
F,5,32.10439701384615,35.209490095238095,0.0,1
F,6,32.105161970769224,35.20955494603175,0.0,1
F,7,32.10494904461538,35.20508024126985,0.0,1
F,8,32.10506339384615,35.20558283492064,0.0,1
F,9,32.10529209230769,35.20618270476191,0.0,1
F,10,32.10558782307692,35.207739123809525,0.0,1
F,11,32.10549713230769,35.208290355555555,0.0,1
