Type,id,Lat,Lon,Alt,Speed/Weight,Radius,14,69
P,0,32.10587172461538,35.21008996507936,0.0,1,1
P,1,32.10148702307692,35.20294016507936,0.0,1,1
P,2,32.10580074923077,35.20976571111111,0.0,1,1
P,3,32.10647895846153,35.20263212380953,0.0,1,1
P,4,32.10599001692307,35.203864288888894,0.0,1,1
P,5,32.10489778461538,35.21047906984127,0.0,1,1
P,6,32.10475583384615,35.20858218412699,0.0,1,1
P,7,32.10193653384616,35.20357246031746,0.0,1,1
P,8,32.10502001999999,35.20914962857143,0.0,1,1
P,9,32.10547347384615,35.209392819047615,0.0,1,1
P,10,32.106171398461534,35.20328063174603,0.0,1,1
P,11,32.101692063076925,35.20331305714286,0.0,1,1
P,12,32.10523688923077,35.208938863492065,0.0,1,1
P,13,32.10537884,35.210203453968255,0.0,1,1
F,0,32.10219677692308,35.20992783809524,0.0,1
F,1,32.10201539538461,35.20908477777778,0.0,1
F,2,32.10226380923077,35.208290355555555,0.0,1
F,3,32.10276063692307,35.20799852698413,0.0,1
F,4,32.102804010769226,35.209003714285714,0.0,1
F,5,32.103099741538465,35.209311755555554,0.0,1
F,6,32.10265023076923,35.210268304761904,0.0,1
F,7,32.10356108153846,35.208176866666676,0.0,1
F,8,32.10302482307692,35.20717167936508,0.0,1
F,9,32.10286315692308,35.20689606349207,0.0,1
F,10,32.10279218153846,35.206004365079366,0.0,1
F,11,32.10228352461539,35.20602057777778,0.0,1
F,12,32.10229929692308,35.20730138095239,0.0,1
F,13,32.102326898461534,35.20506402857143,0.0,1
F,14,32.10248067846153,35.20446415873016,0.0,1
F,15,32.10289864461538,35.20409126666667,0.0,1
F,16,32.10246490615385,35.20550177142858,0.0,1
F,17,32.10304453846154,35.205145092063496,0.0,1
F,18,32.10342701692308,35.2041399047619,0.0,1
F,19,32.10357685384615,35.203296844444445,0.0,1
F,20,32.10398299076923,35.20345897142858,0.0,1
F,21,32.10390018615385,35.204188542857146,0.0,1
F,22,32.10362417076923,35.20508024126985,0.0,1
F,23,32.104081567692305,35.20508024126985,0.0,1
F,24,32.10452319230769,35.20443173333334,0.0,1
F,25,32.10492144307692,35.203361695238094,0.0,1
F,26,32.103635999999995,35.206393469841274,0.0,1
F,27,32.103509821538466,35.20709061587302,0.0,1
F,28,32.10380555230769,35.207366231746036,0.0,1
F,29,32.10398693384615,35.20877673650794,0.0,1
F,30,32.104251119999994,35.20796610158731,0.0,1
F,31,32.10475583384615,35.20858218412699,0.0,1
F,32,32.10479920769231,35.20699333968254,0.0,1
F,33,32.10551684769231,35.20627998095238,0.0,1
F,34,32.10519351538461,35.20587466349207,0.0,1
F,35,32.10541827076923,35.20448037142858,0.0,1
F,36,32.10516591384615,35.20409126666667,0.0,1
F,37,32.10466514307692,35.205923301587305,0.0,1
F,38,32.10423534769231,35.20663666031746,0.0,1
F,39,32.104266892307685,35.20590708888889,0.0,1
F,40,32.10502001999999,35.20914962857143,0.0,1
F,41,32.10547347384615,35.209392819047615,0.0,1
F,42,32.10580074923077,35.20976571111111,0.0,1
F,43,32.10584412307692,35.206782574603174,0.0,1
F,44,32.10571400153846,35.20556662222223,0.0,1
F,45,32.10582046461538,35.204318244444444,0.0,1
F,46,32.10582046461538,35.204318244444444,0.0,1
F,47,32.10599001692307,35.203864288888894,0.0,1
F,48,32.106171398461534,35.20328063174603,0.0,1
F,49,32.10647895846153,35.20263212380953,0.0,1
F,50,32.10213763076923,35.20420475555556,0.0,1
F,51,32.10193653384616,35.20357246031746,0.0,1
F,52,32.101692063076925,35.20331305714286,0.0,1
F,53,32.10148702307692,35.20294016507936,0.0,1
F,54,32.10163686,35.20879294920635,0.0,1
F,55,32.10130564153847,35.20856597142858,0.0,1
F,56,32.10153828307693,35.2102520920635,0.0,1
F,57,32.10388835692307,35.21017102857143,0.0,1
F,58,32.10423140461538,35.21031694285714,0.0,1
F,59,32.10427083538461,35.20981434920635,0.0,1
F,60,32.10434181076923,35.20955494603175,0.0,1
F,61,32.104444330769226,35.20926311746032,0.0,1
F,62,32.104574452307695,35.20968464761905,0.0,1
F,63,32.10466514307692,35.20991162539683,0.0,1
F,64,32.104775549230766,35.210203453968255,0.0,1
F,65,32.10489778461538,35.21047906984127,0.0,1
F,66,32.10587172461538,35.21008996507936,0.0,1
F,67,32.10537884,35.210203453968255,0.0,1
F,68,32.10523688923077,35.208938863492065,0.0,1
